date,season,holiday,weekday,weather,temperature,realfeel,humidity,windspeed,rentals
12/16/2011,4,0,5,2,49.325,45.94721,0.500417,10.84822114,3577
12/17/2011,4,0,6,2,39.4549718,32.8252748,0.560833,10.12349377,2739
12/18/2011,4,0,0,1,37.7629718,32.3747852,0.58625,7.06821505,2431
12/19/2011,4,0,1,1,41.0060282,36.5748404,0.6375,7.197981548,3403
12/20/2011,4,0,2,2,50.2414718,50.2987352,0.595417,2.563306741,3750
12/21/2011,1,0,3,2,53.8369718,54.0484196,0.858333,9.21729314,2660
12/22/2011,1,0,4,2,53.4139718,53.8231748,0.7575,1.96814604,3068
12/23/2011,1,0,5,1,49.1839718,48.0485444,0.68625,11.41737025,2209
12/24/2011,1,0,6,1,43.1915,38.7499496,0.5425,7.922708915,1011
12/25/2011,1,0,0,1,40.8466418,36.4593668,0.681304,6.456726334,754
12/26/2011,1,1,1,1,44.8191194,40.685558,0.506957,9.969372637,1317
12/27/2011,1,0,2,2,45.095,42.1228004,0.7625,7.845523452,1162
12/28/2011,1,0,3,1,42.906398,36.4609112,0.503913,12.23814232,2302
12/29/2011,1,0,4,1,38.6089718,34.5503696,0.574167,4.971343308,2423
12/30/2011,1,0,5,1,43.9670282,41.0748656,0.636667,5.592698774,2999
12/31/2011,1,0,6,1,52.286,52.3975748,0.615833,9.165419846,2485
1/1/2012,1,0,0,1,48.902,47.8237748,0.6925,8.000269064,2294
1/2/2012,1,1,1,1,40.6994378,33.1737152,0.381304,13.72456614,1951
1/3/2012,1,0,2,1,30.29,18.20147,0.44125,15.22356278,2236
1/4/2012,1,0,3,2,26.6945,17.3772356,0.414583,7.689403988,2368
1/5/2012,1,0,4,1,40.0894718,36.2753456,0.524167,5.411600196,3272
1/6/2012,1,0,5,1,45.8705282,43.6237196,0.542083,6.990321845,4098
1/7/2012,1,0,6,1,50.8759718,49.6245452,0.531667,7.275500066,4521
1/8/2012,1,0,0,1,46.1525,43.6226504,0.465,7.974249153,3425
1/9/2012,1,0,1,2,36.5645282,32.6005052,0.701667,4.117390657,2376
1/10/2012,1,0,2,1,43.7156816,41.0765288,0.646522,7.808138044,3598
1/11/2012,1,0,3,2,40.7945282,36.7991348,0.8475,5.462973907,2177
1/12/2012,1,0,4,2,49.9595,48.5742344,0.802917,7.533992266,4097
1/13/2012,1,0,5,1,40.7945282,32.8242056,0.5075,15.74133819,3214
1/14/2012,1,0,6,1,32.828,24.9507356,0.4575,7.792775889,2493
1/15/2012,1,0,0,1,31.7000282,22.40105,0.419167,10.46033713,2311
1/16/2012,1,1,1,1,33.674,25.8507644,0.5225,9.631863172,2298
1/17/2012,1,0,2,2,49.1594378,46.4762264,0.716087,14.53493023,2935
1/18/2012,1,0,3,1,43.2619718,35.9001752,0.443333,17.29508072,3376
1/19/2012,1,0,4,1,33.674,25.7765144,0.4975,9.165586373,3292
1/20/2012,1,0,5,2,36.0005,29.4498104,0.45,8.440859007,3163
1/21/2012,1,0,6,2,32.2639718,23.97515,0.83125,9.268999906,1301
1/22/2012,1,0,0,2,31.3475,,0.79625,8.311300668,1977
1/23/2012,1,0,1,2,36.0709718,32.0752904,0.91125,4.608979625,2432
1/24/2012,1,0,2,1,46.5755,44.6740304,0.835833,5.152650045,4339
1/25/2012,1,0,3,1,42.4865282,38.2247348,0.64375,6.705684839,4270
1/26/2012,1,0,4,2,46.5050282,45.49874,0.769583,3.05560345,4075
1/27/2012,1,0,5,2,53.555,52.5475004,0.74125,14.26586354,3456
1/28/2012,1,0,6,1,44.3194718,41.9738252,0.543333,8.777202779,4023
1/29/2012,1,0,0,1,41.4995,35.5992548,0.31125,9.993727273,3243
1/30/2012,1,0,1,1,40.3715282,34.39985,0.400833,8.983821686,3624
1/31/2012,1,0,2,1,50.594,48.5004596,0.416667,10.8999279,4509
2/1/2012,1,0,3,1,57.2915282,58.6247144,0.507917,7.871210307,4579
2/2/2012,1,0,4,2,51.3695282,50.5977548,0.672917,7.792942416,3761
2/3/2012,1,0,5,1,44.1079718,39.9503048,0.526667,7.431119947,4151
2/4/2012,1,0,6,2,39.9485282,35.59973,0.779583,5.074756841,2832
2/5/2012,1,0,0,2,40.0894718,34.6250948,0.687917,7.327040305,2947
2/6/2012,1,0,1,1,41.5087214,38.4154088,0.622174,6.402979607,3784
2/7/2012,1,0,2,1,47.5625282,46.0991552,0.49625,6.135661453,4375
2/8/2012,1,0,3,2,39.3140282,34.8508148,0.722917,5.56705355,2802
2/9/2012,1,0,4,1,40.019,34.3241744,0.562083,8.078120637,3830
2/10/2012,1,0,5,2,41.3584718,38.0746904,0.54,4.867971407,3831
2/11/2012,1,0,6,3,36.5645282,28.2509996,0.73125,12.06474563,2169
2/12/2012,1,0,0,1,28.3865,15.2769704,0.464583,17.03625547,1529
2/13/2012,1,0,1,1,36.4235,30.2760644,0.41125,6.964301935,3422
2/14/2012,1,0,2,2,44.6015282,42.8727848,0.50875,5.877543939,3922
2/15/2012,1,0,3,1,47.0689718,44.9735252,0.53125,7.560345231,4169
2/16/2012,1,0,4,2,44.3900282,42.4232456,0.752917,3.806192526,3005
2/17/2012,1,0,5,1,46.6459718,44.9735252,0.634583,8.569751236,4154
2/18/2012,1,0,6,1,46.9280282,45.42449,0.534583,7.948728825,4318
2/19/2012,1,0,0,2,41.288,34.7756144,0.515833,10.53752259,2689
2/20/2012,1,1,1,1,41.288,35.6788508,0.507826,9.537150697,3129
2/21/2012,1,0,2,1,41.9500796,38.2594244,0.594348,8.564380726,3777
2/22/2012,1,0,3,1,51.0874718,49.8488396,0.567917,9.761463143,4773
2/23/2012,1,0,4,1,56.0225282,56.0001848,0.554583,7.948062715,5062
2/24/2012,1,0,5,2,52.0745,52.0233548,0.7375,9.890355372,3487
2/25/2012,1,0,6,1,42.2044718,33.57419,0.395833,17.55373945,2732
2/26/2012,1,0,0,1,41.2175282,35.0749904,0.41,8.54406438,3389
2/27/2012,1,0,1,1,48.6200282,45.7249352,0.490833,11.15871153,4322
2/28/2012,1,0,2,1,47.9855282,45.19877,0.395833,8.052308885,4363
2/29/2012,1,0,3,2,46.7318408,44.598236,0.804783,7.45697333,1834
3/1/2012,1,0,4,1,58.7014718,59.6740748,0.615417,9.449890325,4990
3/2/2012,1,0,5,2,47.4919718,45.9492296,0.657083,6.032622607,3194
3/3/2012,1,0,6,2,52.6385282,52.3228496,0.62125,6.706017894,4066
3/4/2012,1,0,0,1,45.1654718,39.1988948,0.403333,13.92881203,3423
3/5/2012,1,0,1,1,38.1859718,31.8511148,0.50625,9.527783529,3333
3/6/2012,1,0,2,1,39.4549718,33.4989896,0.456667,8.362799275,3956
3/7/2012,1,0,3,1,51.7925282,48.94988,0.513333,14.39542188,4916
3/8/2012,1,0,4,1,62.2265,65.5229552,0.5675,18.38308767,5382
3/9/2012,1,0,5,2,52.3564718,50.3734604,0.407083,17.26889428,4569
3/10/2012,1,0,6,1,41.9225,36.1987196,0.350417,9.398391718,4118
3/11/2012,1,0,0,1,48.2031194,45.928796,0.476957,9.266710154,4911
3/12/2012,1,0,1,1,57.0800282,57.7995296,0.489167,8.647477913,5298
3/13/2012,1,0,2,1,65.399,67.6999652,0.6175,9.864668516,5847
3/14/2012,1,0,3,1,66.0335,68.3756996,0.507083,4.79024473,6312
3/15/2012,1,0,4,1,64.7645,66.49961,0.579583,6.239907623,6192
3/16/2012,1,0,5,2,54.4714718,55.0240052,0.842083,4.712393158,4378
3/17/2012,1,0,6,2,61.0985282,63.1994648,0.755833,4.608813097,7836
3/18/2012,1,0,0,2,57.5735,58.3232,0.81,5.282374912,5892
3/19/2012,1,0,1,1,63.707,66.4991348,0.72875,6.757558133,6153
3/20/2012,1,0,2,1,65.0464718,67.1777204,0.807917,5.04873693,6093
3/21/2012,2,0,3,2,62.5790282,64.1750504,0.82125,3.728478339,6230
3/22/2012,2,0,4,1,64.4825282,66.3501596,0.83125,4.894324373,6871
3/23/2012,2,0,5,2,68.5010282,70.9239596,0.694167,4.841784969,8362
3/24/2012,2,0,6,2,60.1115,61.0238804,0.885417,8.025914288,3372
3/25/2012,2,0,0,2,54.6125,55.1735744,0.880833,9.191273229,4996
3/26/2012,2,0,1,1,55.3174718,55.3235,0.477917,16.10407656,5558
3/27/2012,2,0,2,1,44.9539718,40.6996952,0.29,7.793150576,5102
3/28/2012,2,0,3,1,58.5605282,59.14886,0.48125,12.14280536,5698
3/29/2012,2,0,4,1,59.4065282,60.4977152,0.439167,13.30762309,6133
3/30/2012,2,0,5,2,48.902,47.8237748,0.580833,5.7479856,5459
3/31/2012,2,0,6,2,53.4845282,53.2989104,0.738333,10.43365111,6235
4/1/2012,2,0,0,2,53.6254718,52.7736956,0.67625,7.17179511,6041
4/2/2012,2,0,1,1,54.3090398,53.9885444,0.504348,12.99492621,5936
4/3/2012,2,0,2,1,57.0800282,58.0241804,0.396667,4.168722737,6772
4/4/2012,2,0,3,1,63.4250282,66.57386,0.469583,7.534325321,6436
4/5/2012,2,0,4,1,54.401,54.4221644,0.374167,9.139399935,6457
4/6/2012,2,0,5,1,51.7219718,49.6231196,0.377083,12.50571026,6460
4/7/2012,2,0,6,1,54.6125,,0.254167,11.44339017,6857
4/8/2012,2,0,0,1,59.9,61.70009,0.275833,9.683403411,5169
4/9/2012,2,0,1,1,58.9835282,59.8245944,0.3175,14.91236465,5585
4/10/2012,2,0,2,1,55.3880282,55.0244804,0.435,10.38194434,5918
4/11/2012,2,0,3,1,47.0996816,43.2681512,0.469565,12.29280494,4862
4/12/2012,2,0,4,1,51.2285,49.2473552,0.46625,12.0910986,5409
4/13/2012,2,0,5,1,55.0355,54.4987904,0.408333,6.47254644,6398
4/14/2012,2,0,6,1,59.477,61.1739248,0.502917,7.948229243,7460
4/15/2012,2,0,0,1,68.9240282,71.37635,0.507917,9.372538335,7132
4/16/2012,2,1,1,1,73.7885282,76.25309,0.561667,11.8579602,6370
4/17/2012,2,0,2,1,69.0649718,74.3002556,0.390417,11.3916834,6691
4/18/2012,2,0,3,2,56.7979718,57.4961144,0.569167,6.990488373,4367
4/19/2012,2,0,4,1,59.7589718,61.7738648,0.6125,2.744755027,6565
4/20/2012,2,0,5,1,62.1560282,64.47407,0.694583,6.23940804,7290
4/21/2012,2,0,6,1,65.822,67.6990148,0.682917,11.80625343,6624
4/22/2012,2,0,0,3,51.1580282,49.4730752,0.835417,14.3440898,1027
4/23/2012,2,0,1,2,44.8130282,38.97365,0.766667,12.63510207,3214
4/24/2012,2,0,2,1,52.5679718,51.3476204,0.454167,10.38227739,5633
4/25/2012,2,0,3,1,57.9260282,59.0736596,0.427917,4.945531557,6196
4/26/2012,2,0,4,2,59.7589718,60.6496604,0.756667,7.353226743,5026
4/27/2012,2,0,5,1,56.3045,56.9732756,0.400833,14.47260734,6233
4/28/2012,2,0,6,2,49.4660282,48.0474752,0.489583,5.411100614,4220
4/29/2012,2,0,0,1,56.3749718,56.6743748,0.587083,4.867097138,6304
4/30/2012,2,0,1,2,56.8685282,57.5742848,0.57,7.145608672,5572
5/1/2012,2,0,2,2,69.4879718,71.7500948,0.659583,6.49856635,5740
5/2/2012,2,0,3,1,65.3285282,67.1020448,0.797083,5.747610914,6169
5/3/2012,2,0,4,2,64.976,67.0243496,0.768333,5.566012753,6421
5/4/2012,2,0,5,1,70.6865,73.4009396,0.735417,6.783411516,6296
5/5/2012,2,0,6,2,70.1930282,72.6514304,0.756667,6.369341066,6883
5/6/2012,2,0,0,2,65.1875,68.1523556,0.74,6.239741095,6359
5/7/2012,2,0,1,2,63.0725,65.8244696,0.664167,9.605343679,6273
5/8/2012,2,0,2,2,66.8090282,69.4275548,0.685833,12.324237,5728
5/9/2012,2,0,3,2,66.245,68.89937,0.744167,9.009633437,4717
5/10/2012,2,0,4,1,60.3934718,61.6238204,0.552083,13.0750259,6572
5/11/2012,2,0,5,1,62.7199718,65.0749604,0.360417,9.864127302,7030
5/12/2012,2,0,6,1,65.3285282,67.9242596,0.480417,5.126255448,7429
5/13/2012,2,0,0,1,69.4175,72.7262744,0.57625,9.372038752,6118
5/14/2012,2,0,1,2,66.1039718,68.52812,0.789583,8.854762929,2843
5/15/2012,2,0,2,2,69.3470282,71.6767952,0.794583,6.136202667,5115
5/16/2012,2,0,3,1,71.4620282,74.00183,0.697917,5.100402065,7424
5/17/2012,2,0,4,1,67.7959718,71.2264244,0.52,9.553470385,7384
5/18/2012,2,0,5,1,65.3285282,68.6731748,0.523333,5.695945779,7639
5/19/2012,2,0,6,1,68.36,70.5486704,0.45625,3.496035192,8294
5/20/2012,2,0,0,1,70.1224718,72.5752796,0.530417,10.58977057,7129
5/21/2012,2,0,1,2,68.2189718,,0.81125,9.70871558,4359
5/22/2012,2,0,2,2,69.629,72.20201,0.765833,4.919511646,6073
5/23/2012,2,0,3,2,70.1930282,72.6519056,0.774583,4.246449414,5260
5/24/2012,2,0,4,1,73.013,75.27596,0.716667,7.197981548,6770
5/25/2012,2,0,5,1,75.128,77.7504452,0.747083,5.851357501,6734
5/26/2012,2,0,6,1,76.1855,79.5522848,0.7325,8.284406488,6536
5/27/2012,2,0,0,1,75.974,79.40129,0.697083,8.957968303,6591
5/28/2012,2,1,1,1,77.8775,83.90084,0.67625,8.181534169,6043
5/29/2012,2,0,2,1,78.7235,83.1514496,0.684583,12.29805056,5743
5/30/2012,2,0,3,2,73.1540282,,0.67,5.592365719,6855
5/31/2012,2,0,4,1,75.128,78.2018852,0.492917,8.129827403,7338
6/1/2012,2,0,5,2,72.9425282,75.4258856,0.755417,9.890188844,4127
6/2/2012,2,0,6,1,66.9499718,70.4750144,0.549167,7.766922506,8120
6/3/2012,2,0,0,1,68.5715,71.5258004,0.493333,7.66388366,7641
6/4/2012,2,0,1,1,68.1485,71.9000204,0.487083,11.85812672,6998
6/5/2012,2,0,2,2,63.3544718,65.6759696,0.613333,8.724996431,7001
6/6/2012,2,0,3,1,64.4825282,67.6242896,0.61125,3.210856971,7055
6/7/2012,2,0,4,1,68.5715,70.8497096,0.567083,6.550772699,7494
6/8/2012,2,0,5,1,72.5195282,74.2260056,0.467917,7.301519976,7736
6/9/2012,2,0,6,1,77.7364718,80.2259996,0.437083,6.006935751,7498
6/10/2012,2,0,0,1,79.0760282,82.0258196,0.538333,5.56705355,6598
6/11/2012,2,0,1,2,78.5824718,81.5748548,0.587917,8.647477913,6664
6/12/2012,2,0,2,2,72.8719718,74.22755,0.833333,8.931948392,4972
6/13/2012,2,0,3,1,73.0834718,75.8006996,0.582083,14.29134224,7421
6/14/2012,2,0,4,1,72.4489718,77.3767004,0.569583,10.56337597,7363
6/15/2012,2,0,5,1,71.6735282,74.4507752,0.589583,7.352893688,7665
6/16/2012,2,0,6,1,71.0390282,73.8513104,0.504167,6.938656711,7702
6/17/2012,2,0,0,1,67.7255,71.15063,0.59875,6.032622607,6978
6/18/2012,2,0,1,2,65.6809718,67.9272296,0.777917,7.275000483,5099
6/19/2012,2,0,2,1,75.8329718,80.9774096,0.69,6.162222578,6825
6/20/2012,2,0,3,1,83.7995,88.85183,0.592083,4.738204909,6211
6/21/2012,3,0,4,1,85.7734718,92.6019896,0.567917,4.945323397,5905
6/22/2012,3,0,5,1,83.3765,89.2255748,0.57375,7.612051998,5823
6/23/2012,3,0,6,1,79.4990282,80.7516896,0.534583,7.482118972,7458
6/24/2012,3,0,0,1,80.4859718,83.3013752,0.479167,6.05847599,6891
6/25/2012,3,0,1,1,78.1594718,80.9001896,0.504167,12.5055021,6779
6/26/2012,3,0,2,1,70.9684718,73.8508352,0.373333,14.47298203,7442
6/27/2012,3,0,3,1,76.6085,79.3260896,0.36,11.31449794,7335
6/28/2012,3,0,4,1,80.9795282,83.4508256,0.4225,7.146108254,6879
6/29/2012,3,0,5,1,88.1705282,96.6496244,0.48875,6.886616889,5463
6/30/2012,3,0,6,1,82.319,84.8759504,0.60125,6.705684839,5687
7/1/2012,3,0,0,1,86.6194718,92.3747252,0.51875,7.016175228,5531
7/2/2012,3,0,1,1,83.7290282,86.6021144,0.447083,8.129327821,6227
7/3/2012,3,0,2,1,83.6584718,86.67482,0.492083,5.255480732,6660
7/4/2012,3,1,3,1,84.3635282,90.2016356,0.53875,5.618219102,7403
7/5/2012,3,0,4,1,87.6065,,0.457917,8.077787582,6241
7/6/2012,3,0,5,1,87.6769718,92.6009204,0.450833,6.084162846,6207
7/7/2012,3,0,6,1,90.4970282,98.8236644,0.492083,6.80905674,4840
7/8/2012,3,0,0,1,87.1835,97.0990448,0.57375,5.230168563,4672
7/9/2012,3,0,1,2,77.7364718,80.9016152,0.683333,7.534325321,6569
7/10/2012,3,0,2,2,78.5824718,82.1777648,0.6675,6.317093086,6290
7/11/2012,3,0,3,1,78.2300282,80.4521948,0.633333,6.316926558,7264
7/12/2012,3,0,4,1,78.1594718,,0.529583,6.110515811,7446
7/13/2012,3,0,5,2,79.4990282,82.5504404,0.485833,3.365935638,7499
7/14/2012,3,0,6,2,77.1019718,82.3257896,0.699167,5.981623582,6969
7/15/2012,3,0,0,1,80.6974718,86.9772848,0.717917,6.938656711,6031
7/16/2012,3,0,1,1,82.1779718,89.22605,0.645,6.835409705,6830
7/17/2012,3,0,2,1,86.8309718,92.9751404,0.505833,4.763891765,6786
7/18/2012,3,0,3,1,84.7159718,91.7752604,0.577083,5.72196569,5713
7/19/2012,3,0,4,1,82.742,88.0994696,0.600417,6.887116472,6591
7/20/2012,3,0,5,2,73.9294718,76.02737,0.844167,8.699684262,5870
7/21/2012,3,0,6,3,68.0074718,68.5295456,0.865417,8.880075098,4459
7/22/2012,3,0,0,2,74.0705,77.22725,0.7625,3.910097315,7410
7/23/2012,3,0,1,1,80.3450282,85.1740196,0.694167,5.773630824,6966
7/24/2012,3,0,2,1,81.1204718,87.12626,0.655,8.80322269,7592
7/25/2012,3,0,3,1,78.8645282,80.9016152,0.45,6.860930034,8173
7/26/2012,3,0,4,1,83.3060282,91.0244444,0.596667,11.85729409,6861
7/27/2012,3,0,5,1,83.7290282,90.4249796,0.594583,6.369341066,6904
7/28/2012,3,0,6,1,81.5434718,86.0753552,0.613333,6.550772699,6685
7/29/2012,3,0,0,1,78.6530282,82.5504404,0.62375,7.093901905,6597
7/30/2012,3,0,1,1,79.4284718,84.5764556,0.66875,6.395360977,7105
7/31/2012,3,0,2,1,77.9479718,81.9520448,0.704167,6.886949944,7216
8/1/2012,3,0,3,1,78.3005,82.4761904,0.6775,5.877543939,7580
8/2/2012,3,0,4,1,81.2615,87.2020544,0.659583,5.38524723,7261
8/3/2012,3,0,5,2,82.3894718,89.0765996,0.6425,8.983821686,7175
8/4/2012,3,0,6,1,84.7159718,92.4505196,0.613333,10.71845464,6824
8/5/2012,3,0,0,1,82.6715282,90.0521852,0.6525,12.09076554,5464
8/6/2012,3,0,1,2,81.2615,87.5772248,0.654167,5.38524723,7013
8/7/2012,3,0,2,2,79.8514718,86.0773748,0.70375,4.867097138,7273
8/8/2012,3,0,3,2,81.05,87.2767796,0.672917,4.60864657,7534
8/9/2012,3,0,4,1,81.5434718,86.3015504,0.620417,6.498732878,7286
8/10/2012,3,0,5,2,78.1594718,82.5515096,0.715833,9.942228666,5786
8/11/2012,3,0,6,2,76.1855,79.0261196,0.732917,8.596104202,6299
8/12/2012,3,0,0,1,76.8904718,79.7759852,0.530417,5.100402065,6544
8/13/2012,3,0,1,1,78.5824718,81.8757752,0.545417,5.670758506,6883
8/14/2012,3,0,2,1,79.0760282,83.6013452,0.686667,7.042361666,6784
8/15/2012,3,0,3,1,77.3840282,80.8995956,0.619583,7.067881995,7347
8/16/2012,3,0,4,1,78.4415282,80.9769344,0.519167,5.903230795,7605
8/17/2012,3,0,5,1,78.7939718,31.99712,0.570833,9.631696644,7148
8/18/2012,3,0,6,1,74.9869718,76.6268348,0.603333,7.404933509,7865
8/19/2012,3,0,0,2,71.3914718,74.9022152,0.711667,3.599074038,4549
8/20/2012,3,0,1,2,71.3914718,74.0008796,0.734167,5.411267141,6530
8/21/2012,3,0,2,1,72.5195282,74.60177,0.67375,3.029583539,7006
8/22/2012,3,0,3,1,74.0705,77.0762552,0.677083,2.926024295,7375
8/23/2012,3,0,4,1,76.4674718,78.8765504,0.635833,3.521880248,7765
8/24/2012,3,0,5,2,77.0315,80.07548,0.615,3.003563629,7582
8/25/2012,3,0,6,2,73.5770282,76.7010848,0.712917,10.17515891,6053
8/26/2012,3,0,0,2,72.8719718,74.0043248,0.845833,9.527783529,5255
8/27/2012,3,0,1,1,77.1019718,80.9769344,0.730417,5.359393847,6917
8/28/2012,3,0,2,1,79.2169718,82.32674,0.62,7.948562298,7040
8/29/2012,3,0,3,1,75.551,78.7250804,0.552083,4.686165088,7697
8/30/2012,3,0,4,1,77.3840282,80.7501452,0.590417,3.210511427,7713
8/31/2012,3,0,5,1,82.2485282,85.10072,0.5875,7.016341756,7350
9/1/2012,3,0,6,2,81.3319718,86.6752952,0.638333,4.712184998,6140
9/2/2012,3,0,0,2,76.5380282,80.3012,0.815,2.667386383,5810
9/3/2012,3,1,1,1,77.4545,81.8015252,0.790833,6.291447862,6034
9/4/2012,3,0,2,1,79.0054718,84.8022944,0.755,9.838482078,6864
9/5/2012,3,0,3,1,79.9220282,87.4271804,0.74125,7.818795799,7112
9/6/2012,3,0,4,2,76.5380282,81.0530852,0.810417,5.929250706,6203
9/7/2012,3,0,5,1,77.1019718,81.2758352,0.73625,7.145941727,7504
9/8/2012,3,0,6,2,73.3655282,75.8011748,0.799167,11.70288153,5976
9/9/2012,3,0,0,1,69.206,71.97629,0.5475,9.346185369,8227
9/10/2012,3,0,1,1,66.9499718,70.3996952,0.50375,10.77070262,7525
9/11/2012,3,0,2,1,66.4565,69.0498896,0.52,3.832387291,7767
9/12/2012,3,0,3,1,68.2895282,70.92491,0.577083,5.488993818,7870
9/13/2012,3,0,4,1,69.4175,72.0514904,0.637083,3.443820517,7804
9/14/2012,3,0,5,1,71.1799718,73.7770604,0.6725,4.324009564,8009
9/15/2012,3,0,6,1,69.0649718,72.8009996,0.501667,10.30475888,8714
9/16/2012,3,0,0,1,66.668,70.09925,0.57,3.754498249,7333
9/17/2012,3,0,1,2,66.7384718,68.90234,0.734583,6.317301245,6869
9/18/2012,3,0,2,2,70.3339718,70.3299596,0.8725,14.88701085,4073
9/19/2012,3,0,3,1,64.3415,67.3999952,0.536667,8.95813483,7591
9/20/2012,3,0,4,1,63.8480282,66.4244096,0.618333,4.919511646,7720
9/21/2012,3,0,5,1,68.2895282,71.1501548,0.66875,6.420839673,8167
9/22/2012,3,0,6,1,72.59,75.7259744,0.646667,11.8060869,8395
9/23/2012,4,0,0,1,62.3675282,64.8492404,0.467083,9.29464513,7907
9/24/2012,4,0,1,1,61.0985282,62.8985444,0.492917,5.928542964,7436
9/25/2012,4,0,2,1,64.13,67.8484652,0.57,9.838482078,7538
9/26/2012,4,0,3,1,71.321,74.0776244,0.630833,10.17482585,7733
9/27/2012,4,0,4,2,72.59,75.42743,0.690833,5.592906933,7393
9/28/2012,4,0,5,2,69.9815282,72.8005244,0.69,6.83507665,7415
9/29/2012,4,0,6,1,63.4955,66.1991648,0.542917,9.475577181,8555
9/30/2012,4,0,0,1,62.1560282,64.6983644,0.583333,5.618552157,6889
10/1/2012,4,0,1,2,61.6624718,64.0256,0.649167,3.780347469,6778
10/2/2012,4,0,2,3,67.5844718,67.6291604,0.871667,4.34948826,4639
10/3/2012,4,0,3,2,73.2245,74.3770004,0.79375,2.77042523,7572
10/4/2012,4,0,4,2,73.2245,75.42743,0.722917,4.893658263,7328
10/5/2012,4,0,5,1,69.629,72.1262156,0.6275,4.427547992,8156
10/6/2012,4,0,6,1,64.4825282,67.1762948,0.664167,11.15837847,7965
10/7/2012,4,0,0,2,52.7794718,53.0737844,0.708333,5.876836198,3510
10/8/2012,4,1,1,2,50.0299718,49.2478304,0.709583,7.896689004,5478
10/9/2012,4,0,2,2,55.3880282,55.2477056,0.761667,7.922542387,6392
10/10/2012,4,0,3,1,61.0985282,62.9732696,0.630833,7.819337014,7691
10/11/2012,4,0,4,1,54.401,54.4226396,0.463333,7.560178704,7570
10/12/2012,4,0,5,1,54.6125,54.6488348,0.539167,9.787316526,7282
10/13/2012,4,0,6,1,50.8759718,49.6978448,0.494583,6.084162846,7109
10/14/2012,4,0,0,1,61.7330282,63.5746352,0.640417,11.59913494,6639
10/15/2012,4,0,1,2,65.1170282,67.25102,0.7075,12.32457005,5875
10/16/2012,4,0,2,1,57.2209718,57.9485048,0.558333,7.586198614,7534
10/17/2012,4,0,3,1,56.1634718,56.6728304,0.692917,4.220262976,7461
10/18/2012,4,0,4,2,61.8035,64.09985,0.728333,9.864127302,7509
10/19/2012,4,0,5,2,65.2579718,67.1020448,0.815,5.61838563,5424
10/20/2012,4,0,6,1,58.5605282,59.3736296,0.572917,4.893283576,8090
10/21/2012,4,0,0,1,56.8685282,57.4237652,0.51,6.913136382,6824
10/22/2012,4,0,1,1,58.8425,60.5735096,0.568333,3.392301093,7058
10/23/2012,4,0,2,1,63.6365282,66.2001152,0.641667,3.936117226,7466
10/24/2012,4,0,3,1,67.3025,69.5760548,0.63625,3.029933247,7693
10/25/2012,4,0,4,2,64.13,66.1269344,0.800417,5.177962214,7359
10/26/2012,4,0,5,2,63.7774718,65.3027,0.807083,5.514847201,7444
10/27/2012,4,0,6,2,62.438,64.3978004,0.72,9.81229564,7852
10/28/2012,4,0,0,2,57.9965,58.7711948,0.694583,16.56981214,4459
10/29/2012,4,0,1,3,54.824,55.40072,0.88,14.91253118,22
10/30/2012,4,0,2,2,44.5181972,40.0171892,0.825455,8.867960228,1096
10/31/2012,4,0,3,2,47.8445,46.09868,0.666667,6.938656711,5566
11/1/2012,4,0,4,2,48.5494718,47.1491096,0.581667,6.550606172,5986
11/2/2012,4,0,5,1,47.633,45.4977896,0.522083,11.08135954,5847
11/3/2012,4,0,6,2,46.6459718,41.6729048,0.49125,11.26262464,5138
11/4/2012,4,0,0,1,45.1654718,42.3491144,0.532917,7.456598644,5107
11/5/2012,4,0,1,1,44.6015282,39.79931,0.494167,9.838648606,5259
11/6/2012,4,0,2,1,41.3584718,36.6501596,0.567083,7.223668404,5686
11/7/2012,4,0,3,2,42.6274718,35.8249748,0.5475,12.66058077,5035
11/8/2012,4,0,4,1,47.3939204,43.8166508,0.333478,14.48101698,5315
11/9/2012,4,0,5,1,48.1970282,45.4230644,0.540833,8.932447974,5992
11/10/2012,4,0,6,1,50.5235282,49.9997156,0.645417,2.408228074,6536
11/11/2012,4,0,0,1,53.2024718,53.2995044,0.659167,5.308061768,6852
11/12/2012,4,1,1,1,58.631,59.6755004,0.741667,7.223834931,6269
11/13/2012,4,0,2,2,46.6459718,41.59913,0.662917,14.24001016,4094
11/14/2012,4,0,3,1,42.0635282,36.6496844,0.552083,8.310759454,5495
11/15/2012,4,0,4,2,44.8130282,41.7496496,0.620417,6.369132907,5445
11/16/2012,4,0,5,1,46.787,44.4478352,0.524583,7.120088343,5698
11/17/2012,4,0,6,1,45.095,41.9743004,0.545417,7.482452027,5629
11/18/2012,4,0,0,1,46.5755,43.3242248,0.692917,9.475910235,4669
11/19/2012,4,0,1,2,49.8184718,47.8237748,0.623333,9.786275729,5499
11/20/2012,4,0,2,2,49.2545282,48.4232396,0.685,3.44399537,5634
11/21/2012,4,0,3,1,47.4919718,46.5491696,0.61375,4.298322708,5146
11/22/2012,4,1,4,1,46.364,44.8240748,0.580417,2.201109585,2425
11/23/2012,4,0,5,1,48.7609718,48.1989452,0.56875,6.162389105,3910
11/24/2012,4,0,6,1,41.1469718,32.7505496,0.404583,15.68983958,2277
11/25/2012,4,0,0,1,38.3974718,33.8008604,0.468333,6.265594479,2424
11/26/2012,4,0,1,1,44.1079718,43.4736752,0.535417,1.942126129,5087
